# HEGEL:: NS fluid model solution file
# SI UNITS used: position [m], density [kg/m^3], number density [1/m^3], velocity [m/s], pressure [Pa], energy [J/kg], power [W/m^3], heat-flux [W/m^2], electric field [V/m], magnetic field [T]
# x  rho  p  T  H  M  u  v
  0.40340946E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.74989240E+06   0.27275660E+01  -0.94707909E+03   0.94707909E+03
  0.40349569E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.77286637E+06   0.27965551E+01  -0.97103385E+03   0.97103385E+03
  0.40358409E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.79701021E+06   0.28672690E+01  -0.99558747E+03   0.99558747E+03
  0.40367469E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.82238333E+06   0.29397507E+01  -0.10207549E+04   0.10207549E+04
  0.40376756E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.84904812E+06   0.30140445E+01  -0.10465516E+04   0.10465516E+04
  0.40386274E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.87707017E+06   0.30901956E+01  -0.10729932E+04   0.10729932E+04
  0.40396031E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.90651836E+06   0.31682505E+01  -0.11000958E+04   0.11000958E+04
  0.40406032E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.93746508E+06   0.32482568E+01  -0.11278759E+04   0.11278759E+04
  0.40416283E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.96998639E+06   0.33302632E+01  -0.11563506E+04   0.11563506E+04
  0.40426790E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.10041622E+07   0.34143198E+01  -0.11855372E+04   0.11855372E+04
  0.40437560E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.10400765E+07   0.35004777E+01  -0.12154534E+04   0.12154534E+04
  0.40448599E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.10778174E+07   0.35887897E+01  -0.12461175E+04   0.12461175E+04
  0.40459914E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.11174777E+07   0.36793094E+01  -0.12775482E+04   0.12775482E+04
  0.40471512E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.11591548E+07   0.37720922E+01  -0.13097647E+04   0.13097647E+04
  0.40483399E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.12029509E+07   0.38671945E+01  -0.13427866E+04   0.13427866E+04
  0.40495584E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.12489736E+07   0.39646743E+01  -0.13766340E+04   0.13766340E+04
  0.40508074E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.12973359E+07   0.40645912E+01  -0.14113277E+04   0.14113277E+04
  0.40520876E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.13481564E+07   0.41670060E+01  -0.14468886E+04   0.14468886E+04
  0.40533998E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.14015598E+07   0.42719811E+01  -0.14833386E+04   0.14833386E+04
  0.40547448E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.14576771E+07   0.43795807E+01  -0.15206999E+04   0.15206999E+04
  0.40561234E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.15166460E+07   0.44898702E+01  -0.15589952E+04   0.15589952E+04
  0.40575365E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.15786111E+07   0.46029169E+01  -0.15982478E+04   0.15982478E+04
  0.40589849E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.16437243E+07   0.47187898E+01  -0.16384818E+04   0.16384818E+04
  0.40604680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.17120765E+07   0.48374416E+01  -0.16796806E+04   0.16796806E+04
  0.40619680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.17829319E+07   0.49574416E+01  -0.17213476E+04   0.17213476E+04
  0.40634680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.18555233E+07   0.50774416E+01  -0.17630146E+04   0.17630146E+04
  0.40649680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.19298509E+07   0.51974416E+01  -0.18046816E+04   0.18046816E+04
  0.40664680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.20059147E+07   0.53174416E+01  -0.18463486E+04   0.18463486E+04
  0.40679680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.20837145E+07   0.54374416E+01  -0.18880156E+04   0.18880156E+04
  0.40694680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.21632506E+07   0.55574416E+01  -0.19296826E+04   0.19296826E+04
  0.40709680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.22445227E+07   0.56774416E+01  -0.19713496E+04   0.19713496E+04
  0.40724680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.23275310E+07   0.57974416E+01  -0.20130166E+04   0.20130166E+04
  0.40739680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.24122754E+07   0.59174416E+01  -0.20546836E+04   0.20546836E+04
  0.40754680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.24987560E+07   0.60374416E+01  -0.20963506E+04   0.20963506E+04
  0.40769680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.25869727E+07   0.61574416E+01  -0.21380176E+04   0.21380176E+04
  0.40784680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.26769256E+07   0.62774416E+01  -0.21796846E+04   0.21796846E+04
  0.40799680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.27686146E+07   0.63974416E+01  -0.22213516E+04   0.22213516E+04
  0.40814680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.28620397E+07   0.65174416E+01  -0.22630186E+04   0.22630186E+04
  0.40829680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.29572010E+07   0.66374416E+01  -0.23046856E+04   0.23046856E+04
  0.40844680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.30540984E+07   0.67574416E+01  -0.23463526E+04   0.23463526E+04
  0.40859680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.31527319E+07   0.68774416E+01  -0.23880196E+04   0.23880196E+04
  0.40874680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.32531016E+07   0.69974416E+01  -0.24296866E+04   0.24296866E+04
  0.40889680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.33552074E+07   0.71174416E+01  -0.24713536E+04   0.24713536E+04
  0.40904680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.34590494E+07   0.72374416E+01  -0.25130206E+04   0.25130206E+04
  0.40919680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.35646275E+07   0.73574416E+01  -0.25546876E+04   0.25546876E+04
  0.40934680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.36719417E+07   0.74774416E+01  -0.25963546E+04   0.25963546E+04
  0.40949680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.37809921E+07   0.75974416E+01  -0.26380216E+04   0.26380216E+04
  0.40964680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.38917786E+07   0.77174416E+01  -0.26796886E+04   0.26796886E+04
  0.40979680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.40043013E+07   0.78374416E+01  -0.27213556E+04   0.27213556E+04
  0.40994680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41185601E+07   0.79574416E+01  -0.27630226E+04   0.27630226E+04
  0.41009680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41024680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41039680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41054680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41069680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41084680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41099680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41114680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41129680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41144680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41159680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41174680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41189680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41204680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41219680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41234680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41249680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41264680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41279680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41294680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41309680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41324680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41339680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41354680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41369680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41384680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41399680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41414680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41429680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41444680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41459680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41474680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41489680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41504680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41519680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41534680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41549680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41564680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41579680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41594680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41609680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41624680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41639680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41654680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41669680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41684680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41699680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41714680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41729680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41744680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41759680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41774680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41789680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41804680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41819680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41834680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41849680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41864680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41879680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41894680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41909680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41924680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41939680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41954680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41969680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41984680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.41999680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42014680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42029680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42044680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42059680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42074680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42089680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42104680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42119680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42134680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42149680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42164680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42179680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42194680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42209680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42224680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42239680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42254680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42269680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42284680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42299680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42314680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42329680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42344680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42359680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42374680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42389680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42404680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42419680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42434680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42449680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42464680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42479680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42494680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42509680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42524680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42539680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42554680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42569680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42584680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42599680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42614680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42629680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42644680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42659680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42674680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42689680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42704680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42719680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42734680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42749680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42764680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42779680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42794680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42809680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42824680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42839680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42854680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42869680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42884680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42899680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42914680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42929680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42944680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42959680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42974680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.42989680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43004680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43019680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43034680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
  0.43049680E+00   0.11611974E-02   0.10000000E+03   0.30000000E+03   0.41594994E+07   0.80000000E+01  -0.27778000E+04   0.27778000E+04
