#HEGEL:: CFL history file
#Iter CFL
       0   0.200000E+01
   31000   0.200000E+01
   31000   0.300000E+01
   42000   0.300000E+01
   42000   0.400000E+01
   58000   0.400000E+01
   58000   0.600000E+01
