# HEGEL:: NS_NLTE fluid model solution file
# SI UNITS used: position [m], density [kg/m^3], number density [1/m^3], velocity [m/s], pressure [Pa], energy [J/kg], power [W/m^3], heat-flux [W/m^2], electric field [V/m], magnetic field [T]
# x  X_em  X_N  X_O  X_C  X_N2  X_NO  X_O2  X_CO  X_CO2  X_CN  X_C2  X_C3  X_N2p  X_NOp  X_Np  X_O2p  X_Op  X_COp  X_CNp  X_Cp  Th  Tve  rho  p  H  Mf  u  v
  0.40173095E+00   0.85209712E-08   0.10180441E-04   0.26758917E-01   0.36234967E-13   0.77289418E+00   0.14644215E-01   0.18545759E+00   0.22660465E-03   0.83012254E-05   0.20876221E-11   0.51724130E-16   0.38888452E-14   0.41238016E-15   0.84991683E-08   0.30692695E-18   0.21870221E-10   0.53620852E-14   0.83010493E-14   0.88950411E-14   0.48183429E-18   0.31989394E+04   0.32011636E+04   0.25881457E-01   0.24187489E+05   0.40703040E+07   0.11020152E-01  -0.12624759E+02   0.14636903E+04
  0.40177522E+00   0.85885120E-08   0.10499791E-04   0.26875112E-01   0.34526954E-13   0.77283908E+00   0.14587806E-01   0.18548047E+00   0.19967647E-03   0.73338331E-05   0.19592096E-11   0.52423621E-16   0.39470242E-14   0.44442097E-15   0.85657910E-08   0.33825481E-18   0.22786783E-10   0.56842648E-14   0.83447982E-14   0.89305691E-14   0.55471871E-18   0.32083155E+04   0.32105499E+04   0.25804383E-01   0.24187364E+05   0.40834037E+07   0.11316047E-01  -0.12983139E+02   0.14676016E+04
  0.40182060E+00   0.86527727E-08   0.10803551E-04   0.26980393E-01   0.32562891E-13   0.77279079E+00   0.14522798E-01   0.18551375E+00   0.17501269E-03   0.64391596E-05   0.18206499E-11   0.53133027E-16   0.40057756E-14   0.47681398E-15   0.86291396E-08   0.37048922E-18   0.23697298E-10   0.60062856E-14   0.83890386E-14   0.89664770E-14   0.63911423E-18   0.32170669E+04   0.32193138E+04   0.25732891E-01   0.24187234E+05   0.40955621E+07   0.11618428E-01  -0.13348617E+02   0.14713842E+04
  0.40186712E+00   0.87133581E-08   0.11090508E-04   0.27074228E-01   0.30391981E-13   0.77274976E+00   0.14449155E-01   0.18555760E+00   0.15253962E-03   0.56168395E-05   0.16751586E-11   0.53852632E-16   0.40651183E-14   0.50938307E-15   0.86888208E-08   0.40338753E-18   0.24599720E-10   0.63266291E-14   0.84337437E-14   0.90027276E-14   0.73685563E-18   0.32252137E+04   0.32274748E+04   0.25666740E-01   0.24187098E+05   0.41068000E+07   0.11927471E-01  -0.13721367E+02   0.14750509E+04
  0.40191480E+00   0.87698593E-08   0.11359660E-04   0.27156110E-01   0.28067305E-13   0.77271646E+00   0.14366894E-01   0.18561212E+00   0.13217412E-03   0.48659686E-05   0.15259345E-11   0.54582584E-16   0.41250690E-14   0.54195997E-15   0.87444274E-08   0.43669861E-18   0.25492167E-10   0.66438112E-14   0.84788730E-14   0.90392702E-14   0.85005916E-18   0.32327784E+04   0.32350554E+04   0.25605679E-01   0.24186957E+05   0.41171421E+07   0.12243372E-01  -0.14101590E+02   0.14786149E+04
  0.40196367E+00   0.88218567E-08   0.11610225E-04   0.27225557E-01   0.25643557E-13   0.77269136E+00   0.14276086E-01   0.18567736E+00   0.11382432E-03   0.41850948E-05   0.13760401E-11   0.55322775E-16   0.41856424E-14   0.57438758E-15   0.87955416E-08   0.47017021E-18   0.26372931E-10   0.69564034E-14   0.85243732E-14   0.90760416E-14   0.98116427E-18   0.32397860E+04   0.32420802E+04   0.25549454E-01   0.24186816E+05   0.41266169E+07   0.12566333E-01  -0.14489501E+02   0.14820892E+04
  0.40201376E+00   0.88689225E-08   0.11841665E-04   0.27282400E-01   0.23174803E-13   0.77267465E+00   0.14176855E-01   0.18575327E+00   0.97390469E-04   0.35722216E-05   0.12282934E-11   0.56072863E-16   0.42468465E-14   0.60652188E-15   0.88417367E-08   0.50355626E-18   0.27240472E-10   0.72630358E-14   0.85701753E-14   0.91129628E-14   0.11329767E-17   0.32462639E+04   0.32485765E+04   0.25497834E-01   0.24186714E+05   0.41352583E+07   0.12896566E-01  -0.14885336E+02   0.14854868E+04
  0.40206510E+00   0.89106261E-08   0.12053626E-04   0.27326112E-01   0.20712377E-13   0.77266685E+00   0.14069385E-01   0.18583979E+00   0.82765999E-04   0.30248326E-05   0.10851966E-11   0.56833549E-16   0.43086941E-14   0.63823843E-15   0.88825840E-08   0.53662036E-18   0.28093420E-10   0.75624412E-14   0.86162045E-14   0.91499493E-14   0.13087174E-17   0.32522409E+04   0.32545731E+04   0.25450369E-01   0.24186486E+05   0.41430995E+07   0.13234393E-01  -0.15289464E+02   0.14888205E+04
  0.40211773E+00   0.89465350E-08   0.12245976E-04   0.27356313E-01   0.18303129E-13   0.77266833E+00   0.13953918E-01   0.18593679E+00   0.69838686E-04   0.25399263E-05   0.94886638E-12   0.57604274E-16   0.43711948E-14   0.66943171E-15   0.89176547E-08   0.56914332E-18   0.28930566E-10   0.78534499E-14   0.86623843E-14   0.91869169E-14   0.15120694E-17   0.32577479E+04   0.32601008E+04   0.25407025E-01   0.24186363E+05   0.41501788E+07   0.13579807E-01  -0.15701879E+02   0.14921028E+04
  0.40217167E+00   0.89762134E-08   0.12418801E-04   0.27372774E-01   0.15988032E-13   0.77267938E+00   0.13830744E-01   0.18604406E+00   0.58491982E-04   0.21140669E-05   0.82099561E-12   0.58384856E-16   0.44343495E-14   0.70001584E-15   0.89465284E-08   0.60092782E-18   0.29750865E-10   0.81350145E-14   0.87086318E-14   0.92237757E-14   0.17472399E-17   0.32628167E+04   0.32651915E+04   0.25367314E-01   0.24186154E+05   0.41565353E+07   0.13933456E-01  -0.16123343E+02   0.14953456E+04
  0.40222697E+00   0.89992103E-08   0.12572390E-04   0.27375335E-01   0.13801217E-13   0.77270020E+00   0.13700207E-01   0.18616132E+00   0.48606410E-04   0.17434502E-05   0.70284345E-12   0.59175118E-16   0.44981596E-14   0.72992748E-15   0.89688033E-08   0.63180481E-18   0.30553485E-10   0.84062504E-14   0.87548825E-14   0.92604582E-14   0.20190055E-17   0.32674800E+04   0.32698779E+04   0.25331113E-01   0.24186014E+05   0.41622131E+07   0.14295102E-01  -0.16553598E+02   0.14985607E+04
  0.40228364E+00   0.90151154E-08   0.12707210E-04   0.27363896E-01   0.11769415E-13   0.77273095E+00   0.13562693E-01   0.18628825E+00   0.40060928E-04   0.14239773E-05   0.59524230E-12   0.59974581E-16   0.45626203E-14   0.75910962E-15   0.89842006E-08   0.66163769E-18   0.31337585E-10   0.86662982E-14   0.88009200E-14   0.92967412E-14   0.23324475E-17   0.32717711E+04   0.32741933E+04   0.25297977E-01   0.24185789E+05   0.41672541E+07   0.14665668E-01  -0.16993739E+02   0.15017589E+04
  0.40234173E+00   0.90244555E-08   0.12823888E-04   0.27338440E-01   0.99118557E-14   0.77277175E+00   0.13418633E-01   0.18642444E+00   0.32734406E-04   0.11513384E-05   0.49862435E-12   0.60782867E-16   0.46277268E-14   0.78746722E-15   0.89915234E-08   0.69020397E-18   0.32099863E-10   0.89129713E-14   0.88455867E-14   0.93314082E-14   0.26923332E-17   0.32757233E+04   0.32781709E+04   0.25267786E-01   0.24185634E+05   0.41717048E+07   0.15044661E-01  -0.17443224E+02   0.15049506E+04
  0.40240127E+00   0.90245747E-08   0.12923181E-04   0.27299021E-01   0.82405106E-14   0.77282259E+00   0.13268487E-01   0.18656954E+00   0.26507077E-04   0.92110063E-06   0.41306153E-12   0.61599645E-16   0.46934672E-14   0.81519601E-15   0.89924993E-08   0.71766289E-18   0.32846488E-10   0.91496573E-14   0.88921893E-14   0.93679135E-14   0.31131427E-17   0.32793695E+04   0.32818438E+04   0.25240098E-01   0.24185388E+05   0.41756093E+07   0.15433340E-01  -0.17903550E+02   0.15081456E+04
  0.40246231E+00   0.90179926E-08   0.13005963E-04   0.27245780E-01   0.67606362E-14   0.77288342E+00   0.13112743E-01   0.18672304E+00   0.21261946E-04   0.72879863E-06   0.33831739E-12   0.62423991E-16   0.47598309E-14   0.84197555E-15   0.89839921E-08   0.74360951E-18   0.33567230E-10   0.93706150E-14   0.89359006E-14   0.94012702E-14   0.35870897E-17   0.32827421E+04   0.32852446E+04   0.25214819E-01   0.24185217E+05   0.41790131E+07   0.15830879E-01  -0.18373799E+02   0.15113526E+04
  0.40252486E+00   0.90020634E-08   0.13073195E-04   0.27178934E-01   0.54714819E-14   0.77295417E+00   0.12951907E-01   0.18688445E+00   0.16886114E-04   0.57002095E-06   0.27390297E-12   0.63255931E-16   0.48268009E-14   0.86810252E-15   0.89680586E-08   0.76828888E-18   0.34269313E-10   0.95798965E-14   0.89807396E-14   0.94356295E-14   0.41424114E-17   0.32858724E+04   0.32884043E+04   0.25191483E-01   0.24184921E+05   0.41819612E+07   0.16238947E-01  -0.18855954E+02   0.15145801E+04
  0.40258899E+00   0.89780011E-08   0.13125926E-04   0.27098808E-01   0.43671116E-14   0.77303606E+00   0.12786516E-01   0.18705175E+00   0.13271992E-04   0.44049291E-06   0.21913640E-12   0.64095162E-16   0.48943789E-14   0.89339582E-15   0.89429952E-08   0.79149224E-18   0.34946827E-10   0.97743375E-14   0.90239293E-14   0.94681447E-14   0.47708094E-17   0.32887902E+04   0.32913529E+04   0.25169980E-01   0.24184632E+05   0.41844974E+07   0.16656219E-01  -0.19348526E+02   0.15178356E+04
  0.40265471E+00   0.89448493E-08   0.13165110E-04   0.27005748E-01   0.34371586E-14   0.77312687E+00   0.12617060E-01   0.18722648E+00   0.10318247E-04   0.33614467E-06   0.17319769E-12   0.64939741E-16   0.49625075E-14   0.91797396E-15   0.89093253E-08   0.81329528E-18   0.35601481E-10   0.99551379E-14   0.90667188E-14   0.95001100E-14   0.54959715E-17   0.32915237E+04   0.32941190E+04   0.25150297E-01   0.24184552E+05   0.41866628E+07   0.17084955E-01  -0.19854188E+02   0.15211258E+04
  0.40272208E+00   0.89027643E-08   0.13191759E-04   0.26900195E-01   0.26677721E-14   0.77322689E+00   0.12444050E-01   0.18740747E+00   0.79307731E-05   0.25317655E-06   0.13518581E-12   0.65789929E-16   0.50311741E-14   0.94180960E-15   0.88665594E-08   0.83365638E-18   0.36231229E-10   0.10121474E-13   0.91084072E-14   0.95308244E-14   0.63219370E-17   0.32940993E+04   0.32967286E+04   0.25131661E-01   0.24184146E+05   0.41884982E+07   0.17523745E-01  -0.20371352E+02   0.15244569E+04
  0.40279113E+00   0.88515025E-08   0.13207108E-04   0.26782668E-01   0.20424700E-14   0.77333554E+00   0.12267987E-01   0.18759436E+00   0.60232661E-05   0.18810312E-06   0.10416487E-12   0.66645158E-16   0.51003544E-14   0.96494272E-15   0.88147116E-08   0.85261670E-18   0.36835527E-10   0.10273483E-13   0.91491574E-14   0.95604703E-14   0.72659972E-17   0.32965413E+04   0.32992061E+04   0.25114468E-01   0.24183984E+05   0.41900417E+07   0.17974386E-01  -0.20902159E+02   0.15278344E+04
  0.40286191E+00   0.87910449E-08   0.13212214E-04   0.26653728E-01   0.15431306E-14   0.77345268E+00   0.12089342E-01   0.18778636E+00   0.45176654E-05   0.13778589E-06   0.79201139E-13   0.67504565E-16   0.51700204E-14   0.98738327E-15   0.87536702E-08   0.87019223E-18   0.37413133E-10   0.10411006E-13   0.91888033E-14   0.95888992E-14   0.83405709E-17   0.32988716E+04   0.33015736E+04   0.25098048E-01   0.24183593E+05   0.41913283E+07   0.18436049E-01  -0.21445699E+02   0.15312633E+04
  0.40293446E+00   0.87213662E-08   0.13207812E-04   0.26513996E-01   0.11511010E-14   0.77357773E+00   0.11908563E-01   0.18798304E+00   0.33443430E-05   0.99450283E-07   0.59395564E-13   0.68367284E-16   0.52401427E-14   0.10091457E-14   0.86834434E-08   0.88639357E-18   0.37962968E-10   0.10534046E-13   0.92273046E-14   0.96160894E-14   0.95623320E-17   0.33011102E+04   0.33038511E+04   0.25082643E-01   0.24183365E+05   0.41923915E+07   0.18910090E-01  -0.22003598E+02   0.15347479E+04
  0.40300882E+00   0.86425166E-08   0.13194941E-04   0.26364122E-01   0.84830270E-15   0.77371028E+00   0.11726064E-01   0.18818381E+00   0.24420957E-05   0.70689042E-07   0.43910310E-13   0.69232858E-16   0.53106888E-14   0.10302394E-14   0.86040721E-08   0.90125374E-18   0.38483866E-10   0.10642611E-13   0.92645907E-14   0.96419921E-14   0.10948155E-16   0.33032746E+04   0.33060557E+04   0.25067778E-01   0.24182979E+05   0.41932617E+07   0.19396093E-01  -0.22575420E+02   0.15382922E+04
  0.40308504E+00   0.85545990E-08   0.13174501E-04   0.26204789E-01   0.61808176E-15   0.77384973E+00   0.11542224E-01   0.18838825E+00   0.17579283E-05   0.49452858E-07   0.31983019E-13   0.70100911E-16   0.53816263E-14   0.10506678E-14   0.85156634E-08   0.91480158E-18   0.38974659E-10   0.10736752E-13   0.93006084E-14   0.96665748E-14   0.12516907E-16   0.33053800E+04   0.33082029E+04   0.25053590E-01   0.24182690E+05   0.41939664E+07   0.19895094E-01  -0.23162417E+02   0.15418995E+04
  0.40316316E+00   0.84577747E-08   0.13147304E-04   0.26036695E-01   0.44573966E-15   0.77399557E+00   0.11357383E-01   0.18859590E+00   0.12466636E-05   0.34030568E-07   0.22936900E-13   0.70970671E-16   0.54529214E-14   0.10704298E-14   0.84183791E-08   0.92706499E-18   0.39434211E-10   0.10816556E-13   0.93353124E-14   0.96898162E-14   0.14288830E-16   0.33074395E+04   0.33103056E+04   0.25039758E-01   0.24182293E+05   0.41945301E+07   0.20406960E-01  -0.23764479E+02   0.15455732E+04
  0.40324324E+00   0.83522628E-08   0.13114094E-04   0.25860547E-01   0.31873264E-15   0.77414720E+00   0.11171843E-01   0.18880639E+00   0.87040498E-06   0.23021186E-07   0.16184773E-13   0.71841364E-16   0.55245412E-14   0.10895195E-14   0.83124397E-08   0.93807094E-18   0.39861430E-10   0.10882134E-13   0.93686632E-14   0.97116986E-14   0.16285816E-16   0.33094642E+04   0.33123754E+04   0.25026356E-01   0.24181949E+05   0.41949744E+07   0.20932519E-01  -0.24382610E+02   0.15493159E+04
  0.40332532E+00   0.82383385E-08   0.13075550E-04   0.25677043E-01   0.22663388E-15   0.77430404E+00   0.10985868E-01   0.18901935E+00   0.59789319E-06   0.15300536E-07   0.11228258E-13   0.72712211E-16   0.55964518E-14   0.11079277E-14   0.81981211E-08   0.94784651E-18   0.40255327E-10   0.10933617E-13   0.94006325E-14   0.97322178E-14   0.18531386E-16   0.33114636E+04   0.33144211E+04   0.25013167E-01   0.24181528E+05   0.41953192E+07   0.21471833E-01  -0.25016922E+02   0.15531304E+04
  0.40340946E+00   0.81163318E-08   0.13032278E-04   0.25486869E-01   0.16096291E-15   0.77446551E+00   0.10799686E-01   0.18923447E+00   0.40378866E-06   0.99848917E-08   0.76530339E-14   0.73583047E-16   0.56686197E-14   0.11256407E-14   0.80757542E-08   0.95641708E-18   0.40615022E-10   0.10971105E-13   0.94311965E-14   0.97513725E-14   0.21050714E-16   0.33134451E+04   0.33164503E+04   0.25000232E-01   0.24181133E+05   0.41955814E+07   0.22025595E-01  -0.25668257E+02   0.15570190E+04
  0.40349569E+00   0.79866238E-08   0.12984815E-04   0.25290683E-01   0.11495626E-15   0.77463107E+00   0.10613488E-01   0.18945148E+00   0.26791906E-06   0.63940108E-08   0.51213769E-14   0.74453405E-16   0.57410118E-14   0.11426453E-14   0.79457211E-08   0.96380798E-18   0.40939796E-10   0.10994742E-13   0.94603420E-14   0.97691730E-14   0.23870662E-16   0.33154149E+04   0.33184691E+04   0.24987410E-01   0.24180678E+05   0.41957758E+07   0.22594006E-01  -0.26336881E+02   0.15609839E+04
  0.40358409E+00   0.78496448E-08   0.12933638E-04   0.25089110E-01   0.83321101E-16   0.77480018E+00   0.10427435E-01   0.18967015E+00   0.17452421E-06   0.40154162E-08   0.33631013E-14   0.75322656E-16   0.58135957E-14   0.11589330E-14   0.78084524E-08   0.97004490E-18   0.41229110E-10   0.11005820E-13   0.94880608E-14   0.97856326E-14   0.27019763E-16   0.33173779E+04   0.33204823E+04   0.24974725E-01   0.24180231E+05   0.41959145E+07   0.23177675E-01  -0.27023532E+02   0.15650273E+04
  0.40367469E+00   0.77058688E-08   0.12879163E-04   0.24882736E-01   0.61994106E-16   0.77497234E+00   0.10241660E-01   0.18989026E+00   0.11152896E-06   0.24714267E-08   0.21662072E-14   0.76190128E-16   0.58863400E-14   0.11744856E-14   0.76644224E-08   0.97515470E-18   0.41482642E-10   0.11004012E-13   0.95143542E-14   0.98007747E-14   0.30528238E-16   0.33193377E+04   0.33224942E+04   0.24962083E-01   0.24179734E+05   0.41960082E+07   0.23776906E-01  -0.27728594E+02   0.15691512E+04
  0.40376756E+00   0.75558095E-08   0.12821754E-04   0.24672098E-01   0.47917235E-16   0.77514708E+00   0.10056272E-01   0.19011164E+00   0.69866834E-07   0.14898984E-08   0.13679608E-14   0.77055147E-16   0.59592138E-14   0.11892910E-14   0.75141449E-08   0.97916604E-18   0.41700296E-10   0.10989274E-13   0.95392288E-14   0.98146253E-14   0.34427960E-16   0.33212975E+04   0.33245073E+04   0.24949502E-01   0.24179232E+05   0.41960664E+07   0.24392253E-01  -0.28452739E+02   0.15733577E+04
  0.40386274E+00   0.74000145E-08   0.12761718E-04   0.24457681E-01   0.38836410E-16   0.77532398E+00   0.98713570E-02   0.19033416E+00   0.42871898E-07   0.87920155E-09   0.84651735E-15   0.77917582E-16   0.60321868E-14   0.12033436E-14   0.73581672E-08   0.98210893E-18   0.41882214E-10   0.10962317E-13   0.95627000E-14   0.98272196E-14   0.38752453E-16   0.33232593E+04   0.33265236E+04   0.24936918E-01   0.24178685E+05   0.41960966E+07   0.25024108E-01  -0.29196447E+02   0.15776487E+04
  0.40396031E+00   0.72390593E-08   0.12699313E-04   0.24239919E-01   0.33125823E-16   0.77550267E+00   0.96869866E-02   0.19055768E+00   0.25748697E-07   0.50754403E-09   0.51301632E-15   0.78777090E-16   0.61052295E-14   0.12166372E-14   0.71970646E-08   0.98400817E-18   0.42028713E-10   0.10923658E-13   0.95847886E-14   0.98385945E-14   0.43536836E-16   0.33252248E+04   0.33285448E+04   0.24924348E-01   0.24178125E+05   0.41961052E+07   0.25672989E-01  -0.29960343E+02   0.15820262E+04
  0.40406032E+00   0.70735407E-08   0.12634753E-04   0.24019189E-01   0.29639164E-16   0.77568281E+00   0.95032167E-02   0.19078212E+00   0.15124410E-07   0.28644641E-09   0.30430472E-15   0.79633104E-16   0.61783134E-14   0.12291672E-14   0.70314333E-08   0.98490586E-18   0.42140149E-10   0.10873799E-13   0.96055242E-14   0.98487952E-14   0.48817814E-16   0.33271950E+04   0.33305721E+04   0.24911746E-01   0.24177521E+05   0.41960971E+07   0.26339367E-01  -0.30745001E+02   0.15864920E+04
  0.40416283E+00   0.69040698E-08   0.12568219E-04   0.23795815E-01   0.27587220E-16   0.77586412E+00   0.93200932E-02   0.19100738E+00   0.86816032E-08   0.15795355E-09   0.17659758E-15   0.80484997E-16   0.62514108E-14   0.12409435E-14   0.68618852E-08   0.98482011E-18   0.42216915E-10   0.10813319E-13   0.96249415E-14   0.98578681E-14   0.54633620E-16   0.33291709E+04   0.33326070E+04   0.24899130E-01   0.24176899E+05   0.41960764E+07   0.27023728E-01  -0.31551005E+02   0.15910483E+04
  0.40426790E+00   0.67312638E-08   0.12499855E-04   0.23570067E-01   0.26440413E-16   0.77604634E+00   0.91376536E-02   0.19123342E+00   0.48660509E-08   0.85048534E-10   0.10026419E-15   0.81332129E-16   0.63244949E-14   0.12520217E-14   0.66890402E-08   0.98382974E-18   0.42261791E-10   0.10742965E-13   0.96430834E-14   0.98658773E-14   0.61023960E-16   0.33311533E+04   0.33346495E+04   0.24886459E-01   0.24176228E+05   0.41960470E+07   0.27726639E-01  -0.32379040E+02   0.15956969E+04
  0.40437560E+00   0.65557457E-08   0.12429770E-04   0.23342168E-01   0.25853261E-16   0.77622929E+00   0.89559293E-02   0.19146017E+00   0.26611287E-08   0.44688684E-10   0.55736057E-16   0.82174330E-16   0.63975384E-14   0.12624234E-14   0.65135129E-08   0.98200417E-18   0.42277252E-10   0.10663352E-13   0.96599905E-14   0.98729266E-14   0.68029825E-16   0.33331423E+04   0.33367000E+04   0.24873761E-01   0.24175538E+05   0.41960117E+07   0.28448534E-01  -0.33229631E+02   0.16004398E+04
  0.40448599E+00   0.63781321E-08   0.12358043E-04   0.23112293E-01   0.25604969E-16   0.77641278E+00   0.87749477E-02   0.19168761E+00   0.14188190E-08   0.22902295E-10   0.30411043E-16   0.83011324E-16   0.64705150E-14   0.12720999E-14   0.63359107E-08   0.97929741E-18   0.42260717E-10   0.10574799E-13   0.96757175E-14   0.98792741E-14   0.75693785E-16   0.33351384E+04   0.33387588E+04   0.24860990E-01   0.24174791E+05   0.41959724E+07   0.29190105E-01  -0.34103606E+02   0.16052791E+04
  0.40459914E+00   0.61990148E-08   0.12284733E-04   0.22880579E-01   0.25547690E-16   0.77659669E+00   0.85947336E-02   0.19191570E+00   0.73692509E-09   0.11442040E-10   0.16382561E-16   0.83842510E-16   0.65433988E-14   0.12811272E-14   0.61568383E-08   0.97580084E-18   0.42215803E-10   0.10478074E-13   0.96903303E-14   0.98844795E-14   0.84059981E-16   0.33371417E+04   0.33408263E+04   0.24848189E-01   0.24174030E+05   0.41959307E+07   0.29951698E-01  -0.35001386E+02   0.16102168E+04
  0.40471512E+00   0.60189758E-08   0.12209879E-04   0.22647124E-01   0.25603315E-16   0.77678092E+00   0.84153101E-02   0.19214442E+00   0.37258536E-09   0.55711210E-11   0.88228859E-17   0.84667244E-16   0.66161646E-14   0.12895415E-14   0.59768702E-08   0.97156305E-18   0.42144309E-10   0.10373847E-13   0.97038861E-14   0.98888495E-14   0.93173201E-16   0.33391523E+04   0.33429035E+04   0.24835294E-01   0.24173195E+05   0.41958878E+07   0.30734196E-01  -0.35924025E+02   0.16152550E+04
  0.40483399E+00   0.58385679E-08   0.12133503E-04   0.22411999E-01   0.25738307E-16   0.77696539E+00   0.82367001E-02   0.19237377E+00   0.18323931E-09   0.26439338E-11   0.48659698E-17   0.85484843E-16   0.66887866E-14   0.12973825E-14   0.57965583E-08   0.96663230E-18   0.42048049E-10   0.10262766E-13   0.97164483E-14   0.98925179E-14   0.10308000E-15   0.33411706E+04   0.33449895E+04   0.24822377E-01   0.24172357E+05   0.41958450E+07   0.31537769E-01  -0.36871738E+02   0.16203958E+04
  0.40495584E+00   0.56583131E-08   0.12055608E-04   0.22175245E-01   0.25911132E-16   0.77715004E+00   0.80589261E-02   0.19260372E+00   0.87601833E-10   0.12243732E-11   0.28588980E-17   0.86295122E-16   0.67612394E-14   0.13046911E-14   0.56164226E-08   0.96105481E-18   0.41928848E-10   0.10145450E-13   0.97280908E-14   0.98955342E-14   0.11382792E-15   0.33431964E+04   0.33470845E+04   0.24809335E-01   0.24171418E+05   0.41958030E+07   0.32363620E-01  -0.37845954E+02   0.16256415E+04
  0.40508074E+00   0.54786976E-08   0.11976184E-04   0.21936887E-01   0.26110408E-16   0.77733483E+00   0.78820114E-02   0.19283428E+00   0.40689051E-10   0.55522567E-12   0.18766231E-17   0.87097731E-16   0.68334967E-14   0.13115097E-14   0.54369474E-08   0.95487684E-18   0.41788577E-10   0.10022503E-13   0.97388757E-14   0.98979798E-14   0.12546566E-15   0.33452298E+04   0.33491885E+04   0.24796298E-01   0.24170504E+05   0.41957620E+07   0.33211563E-01  -0.38846473E+02   0.16309941E+04
  0.40520876E+00   0.53001684E-08   0.11895214E-04   0.21696930E-01   0.26328343E-16   0.77751974E+00   0.77059800E-02   0.19306545E+00   0.18357388E-10   0.24892712E-12   0.14170671E-17   0.87892029E-16   0.69055342E-14   0.13178820E-14   0.52585777E-08   0.94814228E-18   0.41629047E-10   0.98944936E-14   0.97488861E-14   0.98999145E-14   0.13804305E-15   0.33472708E+04   0.33513021E+04   0.24783087E-01   0.24169439E+05   0.41957221E+07   0.34083382E-01  -0.39875402E+02   0.16364559E+04
  0.40533998E+00   0.51231304E-08   0.11812677E-04   0.21455370E-01   0.26561238E-16   0.77770475E+00   0.75308576E-02   0.19329720E+00   0.80487191E-11   0.11306416E-12   0.12162372E-17   0.88677259E-16   0.69773248E-14   0.13238513E-14   0.50817168E-08   0.94089504E-18   0.41452050E-10   0.97619666E-14   0.97581741E-14   0.99014211E-14   0.15161085E-15   0.33493195E+04   0.33534259E+04   0.24769936E-01   0.24168453E+05   0.41956838E+07   0.34978178E-01  -0.40931709E+02   0.16420292E+04
  0.40547448E+00   0.49479451E-08   0.11728542E-04   0.21212189E-01   0.26807435E-16   0.77788984E+00   0.73566701E-02   0.19352956E+00   0.34373835E-11   0.55041830E-13   0.11398903E-17   0.89452738E-16   0.70488450E-14   0.13294589E-14   0.49067244E-08   0.93317369E-18   0.41259219E-10   0.96254157E-14   0.97668365E-14   0.99025566E-14   0.16622082E-15   0.33513760E+04   0.33555587E+04   0.24756518E-01   0.24167227E+05   0.41956474E+07   0.35898827E-01  -0.42018783E+02   0.16477164E+04
  0.40561234E+00   0.47749301E-08   0.11642777E-04   0.20967367E-01   0.27066367E-16   0.77807503E+00   0.71834468E-02   0.19376250E+00   0.14398913E-11   0.31581766E-13   0.11211251E-17   0.90218184E-16   0.71200644E-14   0.13347403E-14   0.47339166E-08   0.92501447E-18   0.41052089E-10   0.94852964E-14   0.97748931E-14   0.99033991E-14   0.18192499E-15   0.33534401E+04   0.33577007E+04   0.24743274E-01   0.24166190E+05   0.41956126E+07   0.36842989E-01  -0.43133906E+02   0.16535196E+04
  0.40575365E+00   0.46043603E-08   0.11555334E-04   0.20720882E-01   0.27337829E-16   0.77826029E+00   0.70112218E-02   0.19399604E+00   0.60272676E-12   0.22808646E-13   0.11284684E-17   0.90973141E-16   0.71909566E-14   0.13397276E-14   0.45635669E-08   0.91644597E-18   0.40831957E-10   0.93420105E-14   0.97824779E-14   0.99039934E-14   0.19877476E-15   0.33555116E+04   0.33598520E+04   0.24729591E-01   0.24164741E+05   0.41955795E+07   0.37815636E-01  -0.44282917E+02   0.16594412E+04
  0.40589849E+00   0.44364819E-08   0.11466194E-04   0.20472747E-01   0.27621704E-16   0.77844567E+00   0.68400688E-02   0.19423004E+00   0.26379477E-12   0.19751979E-13   0.11483655E-17   0.91716418E-16   0.72614657E-14   0.13444477E-14   0.43959206E-08   0.90749835E-18   0.40600049E-10   0.91959388E-14   0.97895321E-14   0.99043924E-14   0.21681467E-15   0.33575901E+04   0.33620129E+04   0.24716301E-01   0.24163690E+05   0.41955473E+07   0.38811343E-01  -0.45459487E+02   0.16654817E+04
  0.40604680E+00   0.42717258E-08   0.11375462E-04   0.20223344E-01   0.27917926E-16   0.77863073E+00   0.66703122E-02   0.19446422E+00   0.13189567E-12   0.18694081E-13   0.11735632E-17   0.92446333E-16   0.73314598E-14   0.13489296E-14   0.42314066E-08   0.89821157E-18   0.40357953E-10   0.90475826E-14   0.97962780E-14   0.99046087E-14   0.23606347E-15   0.33596717E+04   0.33641792E+04   0.24702229E-01   0.24161864E+05   0.41955166E+07   0.39838130E-01  -0.46673007E+02   0.16716328E+04
  0.40619680E+00   0.41119892E-08   0.11284048E-04   0.19975113E-01   0.28225225E-16   0.77881369E+00   0.65034352E-02   0.19469647E+00   0.83200246E-13   0.18291758E-13   0.12012170E-17   0.93157423E-16   0.74003995E-14   0.13531935E-14   0.40719178E-08   0.88874174E-18   0.40110460E-10   0.88990602E-14   0.98028508E-14   0.99049391E-14   0.25644477E-15   0.33617385E+04   0.33663312E+04   0.24689127E-01   0.24160880E+05   0.41954896E+07   0.40877259E-01  -0.47901456E+02   0.16778447E+04
