# HEGEL:: NS_NLTE fluid model solution file
# SI UNITS used: position [m], density [kg/m^3], number density [1/m^3], velocity [m/s], pressure [Pa], energy [J/kg], power [W/m^3], heat-flux [W/m^2], electric field [V/m], magnetic field [T]
# x  X_em  X_N  X_O  X_C  X_N2  X_NO  X_O2  X_CO  X_CO2  X_CN  X_C2  X_C3  X_N2p  X_NOp  X_Np  X_O2p  X_Op  X_COp  X_CNp  X_Cp  Th  Tve  rho  p  H  Mf  u  v
  0.40084703E+00   0.62906298E-08   0.15231803E-05   0.20961710E-01   0.46021221E-14   0.77529478E+00   0.13828872E-01   0.18743323E+00   0.23974099E-02   0.82461192E-04   0.41998060E-12   0.34635015E-16   0.24283774E-14   0.50747113E-17   0.62880806E-08   0.10451286E-20   0.26537521E-11   0.19021944E-15   0.71472421E-14   0.79189444E-14   0.14096146E-19   0.26895434E+04   0.26959542E+04   0.30869113E-01   0.24189247E+05   0.33523265E+07   0.49412508E-02  -0.51817210E+01   0.12711460E+04
  0.40086921E+00   0.63660651E-08   0.16852494E-05   0.21195589E-01   0.56302156E-14   0.77521256E+00   0.13904036E-01   0.18731573E+00   0.22913141E-02   0.79073987E-04   0.50007775E-12   0.35226668E-16   0.24779437E-14   0.64795328E-17   0.63631996E-08   0.14232636E-20   0.29683338E-11   0.22889816E-15   0.71919739E-14   0.79592282E-14   0.15810944E-19   0.27142877E+04   0.27202009E+04   0.30584202E-01   0.24189179E+05   0.33866399E+07   0.50982341E-02  -0.53712539E+01   0.12811505E+04
  0.40089194E+00   0.64422152E-08   0.18605305E-05   0.21429678E-01   0.68120453E-14   0.77512887E+00   0.13977797E-01   0.18719943E+00   0.21866242E-02   0.75728169E-04   0.59119873E-12   0.35818220E-16   0.25276684E-14   0.82177259E-17   0.64390057E-08   0.19233052E-20   0.33106463E-11   0.27410250E-15   0.72362489E-14   0.79988826E-14   0.17848929E-19   0.27387411E+04   0.27442036E+04   0.30307658E-01   0.24189113E+05   0.34206024E+07   0.52592113E-02  -0.55661412E+01   0.12909487E+04
  0.40091523E+00   0.65190715E-08   0.20494965E-05   0.21663814E-01   0.81571918E-14   0.77504378E+00   0.14049992E-01   0.18708448E+00   0.20834503E-02   0.72425830E-04   0.69386067E-12   0.36409185E-16   0.25775507E-14   0.10352331E-16   0.65154893E-08   0.25807906E-20   0.36818408E-11   0.32661753E-15   0.72800690E-14   0.80379106E-14   0.20106418E-19   0.27628796E+04   0.27679348E+04   0.30039431E-01   0.24189043E+05   0.34541807E+07   0.54242470E-02  -0.57664518E+01   0.13005340E+04
  0.40093911E+00   0.65966234E-08   0.22525498E-05   0.21897819E-01   0.96737429E-14   0.77495731E+00   0.14120451E-01   0.18697108E+00   0.19819033E-02   0.69169059E-04   0.80836650E-12   0.36999934E-16   0.26275915E-14   0.12954100E-16   0.65926385E-08   0.34338293E-20   0.40829532E-11   0.38725206E-15   0.73234391E-14   0.80763186E-14   0.22571350E-19   0.27866788E+04   0.27913669E+04   0.29779481E-01   0.24188973E+05   0.34873385E+07   0.55934006E-02  -0.59722462E+01   0.13099002E+04
  0.40096359E+00   0.66748564E-08   0.24700077E-05   0.22131504E-01   0.11367625E-13   0.77486954E+00   0.14188988E-01   0.18685943E+00   0.18820950E-02   0.65959962E-04   0.93475077E-12   0.37590486E-16   0.26777913E-14   0.16101381E-16   0.66704382E-08   0.45319243E-20   0.45148814E-11   0.45682400E-15   0.73663672E-14   0.81141161E-14   0.25347626E-19   0.28101142E+04   0.28144723E+04   0.29527760E-01   0.24188901E+05   0.35200396E+07   0.57667381E-02  -0.61835881E+01   0.13190417E+04
  0.40098868E+00   0.67537529E-08   0.27020898E-05   0.22364663E-01   0.13241847E-13   0.77478055E+00   0.14255408E-01   0.18674973E+00   0.17841370E-02   0.62800665E-04   0.10727265E-11   0.38180580E-16   0.27281506E-14   0.19879822E-16   0.67488699E-08   0.59348911E-20   0.49783659E-11   0.53614472E-15   0.74088651E-14   0.81513169E-14   0.28533420E-19   0.28331610E+04   0.28372235E+04   0.29284230E-01   0.24188829E+05   0.35522484E+07   0.59443167E-02  -0.64005287E+01   0.13279533E+04
  0.40101440E+00   0.68332906E-08   0.29489039E-05   0.22597075E-01   0.15295668E-13   0.77469041E+00   0.14319500E-01   0.18664222E+00   0.16881411E-02   0.59693338E-04   0.12216354E-11   0.38770987E-16   0.27786718E-14   0.24381580E-16   0.68279107E-08   0.77087419E-20   0.54739684E-11   0.62600131E-15   0.74509481E-14   0.81879386E-14   0.32168121E-19   0.28557947E+04   0.28595930E+04   0.29048842E-01   0.24188753E+05   0.35839285E+07   0.61262044E-02  -0.66231269E+01   0.13366303E+04
  0.40104076E+00   0.69134427E-08   0.32104348E-05   0.22828502E-01   0.17523764E-13   0.77459923E+00   0.14381041E-01   0.18653714E+00   0.15942175E-02   0.56640198E-04   0.13804079E-11   0.39361733E-16   0.28293598E-14   0.29704407E-16   0.69075334E-08   0.99339635E-20   0.60020549E-11   0.72714029E-15   0.74926358E-14   0.82240033E-14   0.36303656E-19   0.28779908E+04   0.28815540E+04   0.28821555E-01   0.24188679E+05   0.36150425E+07   0.63124559E-02  -0.68514236E+01   0.13450686E+04
  0.40106778E+00   0.69941759E-08   0.34865300E-05   0.23058688E-01   0.19915401E-13   0.77450715E+00   0.14439797E-01   0.18643475E+00   0.15024759E-02   0.53643538E-04   0.15475338E-11   0.39952866E-16   0.28802209E-14   0.35950172E-16   0.69877048E-08   0.12700631E-19   0.65627765E-11   0.84024952E-15   0.75339520E-14   0.82595377E-14   0.40988970E-19   0.28997249E+04   0.29030797E+04   0.28602320E-01   0.24188600E+05   0.36455549E+07   0.65031424E-02  -0.70854740E+01   0.13532648E+04
  0.40109547E+00   0.70754514E-08   0.37768925E-05   0.23287357E-01   0.22453748E-13   0.77441428E+00   0.14495518E-01   0.18633532E+00   0.14130228E-02   0.50705720E-04   0.17210510E-11   0.40544581E-16   0.29312634E-14   0.43223107E-16   0.70683858E-08   0.16107099E-19   0.71560585E-11   0.96594392E-15   0.75749253E-14   0.82945736E-14   0.46311311E-19   0.29209733E+04   0.29241440E+04   0.28391093E-01   0.24188523E+05   0.36754298E+07   0.66983163E-02  -0.73253091E+01   0.13612161E+04
  0.40112386E+00   0.71572229E-08   0.40810704E-05   0.23514218E-01   0.25115311E-13   0.77432080E+00   0.14547942E-01   0.18623915E+00   0.13259624E-02   0.47829198E-04   0.18985504E-11   0.41137444E-16   0.29824972E-14   0.51627636E-16   0.71495305E-08   0.20265447E-19   0.77815887E-11   0.11047503E-14   0.76155892E-14   0.83291483E-14   0.52377431E-19   0.29417128E+04   0.29447218E+04   0.28187816E-01   0.24188442E+05   0.37046319E+07   0.68980537E-02  -0.75709820E+01   0.13689205E+04
  0.40115296E+00   0.72394340E-08   0.43984468E-05   0.23738951E-01   0.27869595E-13   0.77422688E+00   0.14596793E-01   0.18614655E+00   0.12413960E-02   0.45016537E-04   0.20772048E-11   0.41731860E-16   0.30339338E-14   0.61265830E-16   0.72310833E-08   0.25293876E-19   0.84388043E-11   0.12570924E-14   0.76559809E-14   0.83633030E-14   0.59294584E-19   0.29619208E+04   0.29647885E+04   0.27992442E-01   0.24188362E+05   0.37331264E+07   0.71024043E-02  -0.78225132E+01   0.13763768E+04
  0.40118278E+00   0.73220204E-08   0.47282414E-05   0.23961220E-01   0.30679121E-13   0.77413272E+00   0.14641784E-01   0.18605784E+00   0.11594199E-02   0.42270394E-04   0.22538232E-11   0.42328208E-16   0.30855864E-14   0.72234721E-16   0.73129805E-08   0.31320979E-19   0.91268960E-11   0.14232832E-14   0.76961435E-14   0.83970848E-14   0.67189486E-19   0.29815757E+04   0.29843206E+04   0.27804906E-01   0.24188277E+05   0.37608797E+07   0.73114514E-02  -0.80799571E+01   0.13835843E+04
  0.40121335E+00   0.74049053E-08   0.50695018E-05   0.24180664E-01   0.33499702E-13   0.77403854E+00   0.14682616E-01   0.18597338E+00   0.10801263E-02   0.39593547E-04   0.24249261E-11   0.42926856E-16   0.31374699E-14   0.84623271E-16   0.73951463E-08   0.38477791E-19   0.98447991E-11   0.16035109E-14   0.77361234E-14   0.84305449E-14   0.76225618E-19   0.30006568E+04   0.30032958E+04   0.27625150E-01   0.24188194E+05   0.37878592E+07   0.75252417E-02  -0.83433238E+01   0.13905436E+04
  0.40124468E+00   0.74880011E-08   0.54211124E-05   0.24396900E-01   0.36281209E-13   0.77394459E+00   0.14718980E-01   0.18589351E+00   0.10036009E-02   0.36988856E-04   0.25868477E-11   0.43528208E-16   0.31896012E-14   0.98509396E-16   0.74774945E-08   0.46897780E-19   0.10591208E-10   0.17978363E-14   0.77759731E-14   0.84637398E-14   0.86533020E-19   0.30191450E+04   0.30216933E+04   0.27453098E-01   0.24188105E+05   0.38140340E+07   0.77438690E-02  -0.86126729E+01   0.13972559E+04
  0.40127680E+00   0.75712073E-08   0.57817960E-05   0.24609522E-01   0.38968664E-13   0.77385113E+00   0.14750558E-01   0.18581861E+00   0.92992239E-03   0.34459272E-04   0.27358550E-11   0.44132878E-16   0.32419982E-14   0.11395681E-15   0.75599261E-08   0.56713215E-19   0.11364581E-10   0.20061834E-14   0.78157497E-14   0.84967301E-14   0.98332553E-19   0.30370223E+04   0.30394939E+04   0.27288684E-01   0.24188019E+05   0.38393747E+07   0.79673771E-02  -0.88880057E+01   0.14037233E+04
  0.40130972E+00   0.76544063E-08   0.61501158E-05   0.24818096E-01   0.41503732E-13   0.77375846E+00   0.14777026E-01   0.18574908E+00   0.85916355E-03   0.32007833E-04   0.28682817E-11   0.44741597E-16   0.32946805E-14   0.13101206E-15   0.76423253E-08   0.68050534E-19   0.12163145E-10   0.22283313E-14   0.78555148E-14   0.85295784E-14   0.11183716E-18   0.30542725E+04   0.30566800E+04   0.27131814E-01   0.24187927E+05   0.38638532E+07   0.81958732E-02  -0.91693912E+01   0.14099488E+04
  0.40134346E+00   0.77374669E-08   0.65244988E-05   0.25022172E-01   0.43826653E-13   0.77366689E+00   0.14798054E-01   0.18568532E+00   0.79138753E-03   0.29637601E-04   0.29806734E-11   0.45354794E-16   0.33476688E-14   0.14970219E-15   0.77245629E-08   0.81023933E-19   0.12984929E-10   0.24639197E-14   0.78953356E-14   0.85623511E-14   0.12734538E-18   0.30708812E+04   0.30732358E+04   0.26982409E-01   0.24187837E+05   0.38874450E+07   0.84293981E-02  -0.94568228E+01   0.14159364E+04
  0.40137805E+00   0.78202397E-08   0.69032440E-05   0.25221271E-01   0.45878357E-13   0.77357677E+00   0.14813312E-01   0.18562773E+00   0.72664879E-03   0.27351657E-04   0.30699176E-11   0.45972736E-16   0.34009851E-14   0.17003244E-15   0.78064916E-08   0.95733688E-19   0.13827774E-10   0.27124420E-14   0.79352149E-14   0.85951157E-14   0.14515975E-18   0.30868360E+04   0.30891478E+04   0.26840357E-01   0.24187740E+05   0.39101274E+07   0.86680776E-02  -0.97503870E+01   0.14216911E+04
  0.40141350E+00   0.79025555E-08   0.72845388E-05   0.25414894E-01   0.47602770E-13   0.77348846E+00   0.14822470E-01   0.18557673E+00   0.66499257E-03   0.25153059E-04   0.31333243E-11   0.46596443E-16   0.34546525E-14   0.19198437E-15   0.78879445E-08   0.11225844E-18   0.14689360E-10   0.29732440E-14   0.79751495E-14   0.86279392E-14   0.16564329E-18   0.31021265E+04   0.31044046E+04   0.26705565E-01   0.24187647E+05   0.39318791E+07   0.89119478E-02  -0.10050069E+02   0.14272186E+04
  0.40144984E+00   0.79842274E-08   0.76664906E-05   0.25602523E-01   0.48949113E-13   0.77340235E+00   0.14825204E-01   0.18553275E+00   0.60645248E-03   0.23044768E-04   0.31689961E-11   0.47226215E-16   0.35086955E-14   0.21551550E-15   0.79687372E-08   0.13065217E-18   0.15567243E-10   0.32455366E-14   0.80153619E-14   0.86608903E-14   0.18918875E-18   0.31167449E+04   0.31189973E+04   0.26577896E-01   0.24187544E+05   0.39526843E+07   0.91611598E-02  -0.10355981E+02   0.14325257E+04
  0.40148709E+00   0.80650475E-08   0.80471462E-05   0.25783621E-01   0.49873853E-13   0.77331885E+00   0.14821195E-01   0.18549619E+00   0.55105098E-03   0.21029613E-04   0.31761486E-11   0.47862757E-16   0.35631387E-14   0.24055866E-15   0.80486644E-08   0.15093925E-18   0.16458877E-10   0.35283945E-14   0.80558810E-14   0.86940371E-14   0.21629301E-18   0.31306858E+04   0.31329196E+04   0.26457240E-01   0.24187448E+05   0.39725278E+07   0.94157431E-02  -0.10668102E+02   0.14376201E+04
  0.40152526E+00   0.81447849E-08   0.84245153E-05   0.25957632E-01   0.50349449E-13   0.77323839E+00   0.14810141E-01   0.18546749E+00   0.49879925E-03   0.19110233E-04   0.31536586E-11   0.48506296E-16   0.36180060E-14   0.26702294E-15   0.81274976E-08   0.17311191E-18   0.17361646E-10   0.38207609E-14   0.80967472E-14   0.87274428E-14   0.24753992E-18   0.31439464E+04   0.31461676E+04   0.26343435E-01   0.24187339E+05   0.39913996E+07   0.96758814E-02  -0.10986581E+02   0.14425101E+04
  0.40156439E+00   0.82231874E-08   0.87966070E-05   0.26123992E-01   0.50358223E-13   0.77316143E+00   0.14791754E-01   0.18544703E+00   0.44969542E-03   0.17288992E-04   0.31020904E-11   0.49157890E-16   0.36733223E-14   0.29479485E-15   0.82049874E-08   0.19712642E-18   0.18272904E-10   0.41214654E-14   0.81380037E-14   0.87610706E-14   0.28358553E-18   0.31565267E+04   0.31587408E+04   0.26236352E-01   0.24187237E+05   0.40092927E+07   0.99415944E-02  -0.11311387E+02   0.14472050E+04
  0.40160450E+00   0.82999817E-08   0.91614603E-05   0.26282124E-01   0.49885068E-13   0.77308843E+00   0.14765770E-01   0.18543520E+00   0.40372432E-03   0.15567911E-04   0.30226673E-11   0.49817769E-16   0.37291123E-14   0.32374107E-15   0.82808632E-08   0.22290356E-18   0.19190012E-10   0.44292371E-14   0.81796894E-14   0.87948986E-14   0.32519549E-18   0.31684295E+04   0.31706412E+04   0.26135800E-01   0.24187121E+05   0.40262035E+07   0.10213109E-01  -0.11642723E+02   0.14517149E+04
  0.40164562E+00   0.83748712E-08   0.95171706E-05   0.26431447E-01   0.48938391E-13   0.77301988E+00   0.14731948E-01   0.18543238E+00   0.36085782E-03   0.13948614E-04   0.29173529E-11   0.50486277E-16   0.37854001E-14   0.35371119E-15   0.83548310E-08   0.25032832E-18   0.20110361E-10   0.47427140E-14   0.82218361E-14   0.88291710E-14   0.37325996E-18   0.31796605E+04   0.31818740E+04   0.26041629E-01   0.24187015E+05   0.40421326E+07   0.10490428E-01  -0.11980543E+02   0.14560506E+04
  0.40168776E+00   0.84475369E-08   0.98619207E-05   0.26571379E-01   0.47539383E-13   0.77295628E+00   0.14690083E-01   0.18543890E+00   0.32105446E-03   0.12432248E-04   0.27887988E-11   0.51163766E-16   0.38422083E-14   0.38454133E-15   0.84265742E-08   0.27925161E-18   0.21031405E-10   0.50604616E-14   0.82644648E-14   0.88638611E-14   0.42881755E-18   0.31902284E+04   0.31924471E+04   0.25953617E-01   0.24186890E+05   0.40570850E+07   0.10773835E-01  -0.12325120E+02   0.14602232E+04
  0.40173095E+00   0.85176389E-08   0.10194012E-04   0.26701343E-01   0.45721985E-13   0.77289811E+00   0.14640003E-01   0.18545506E+00   0.28425913E-03   0.11019419E-04   0.26402335E-11   0.51850683E-16   0.38995591E-14   0.41605830E-15   0.84957554E-08   0.30949296E-18   0.21950697E-10   0.53809942E-14   0.83075875E-14   0.88989595E-14   0.49306412E-18   0.32001449E+04   0.32023715E+04   0.25871598E-01   0.24186778E+05   0.40710692E+07   0.11063309E-01  -0.12676387E+02   0.14642448E+04
  0.40177522E+00   0.85848186E-08   0.10511893E-04   0.26820773E-01   0.43531720E-13   0.77284589E+00   0.14581576E-01   0.18548112E+00   0.25040294E-03   0.97101313E-05   0.24753232E-11   0.52547289E-16   0.39574736E-14   0.44808418E-15   0.85620183E-08   0.34084612E-18   0.22865913E-10   0.57028004E-14   0.83512039E-14   0.89344511E-14   0.56739114E-18   0.32094246E+04   0.32116615E+04   0.25795314E-01   0.24186642E+05   0.40840985E+07   0.11359204E-01  -0.13034709E+02   0.14681275E+04
  0.40182060E+00   0.86486991E-08   0.10814183E-04   0.26929117E-01   0.41023838E-13   0.77280011E+00   0.14514717E-01   0.18551732E+00   0.21940401E-03   0.85037460E-05   0.22980170E-11   0.53253917E-16   0.40159716E-14   0.48044058E-15   0.86249883E-08   0.37308354E-18   0.23774871E-10   0.60243589E-14   0.83953023E-14   0.89703130E-14   0.65341646E-18   0.32180848E+04   0.32203342E+04   0.25724582E-01   0.24186524E+05   0.40961897E+07   0.11661462E-01  -0.13399987E+02   0.14718840E+04
  0.40186712E+00   0.87088864E-08   0.11099684E-04   0.27025848E-01   0.38260939E-13   0.77276126E+00   0.14439389E-01   0.18556381E+00   0.19116820E-03   0.73989540E-05   0.21123859E-11   0.53970877E-16   0.40750710E-14   0.51295291E-15   0.86842731E-08   0.40596302E-18   0.24675539E-10   0.63441568E-14   0.84398555E-14   0.90065064E-14   0.75299691E-18   0.32261456E+04   0.32284094E+04   0.25659113E-01   0.24186375E+05   0.41073634E+07   0.11970528E-01  -0.13772702E+02   0.14755271E+04
  0.40191480E+00   0.87649733E-08   0.11367408E-04   0.27110460E-01   0.35310248E-13   0.77272984E+00   0.14355607E-01   0.18562072E+00   0.16558950E-03   0.63937511E-05   0.19224634E-11   0.54698342E-16   0.41347886E-14   0.54545487E-15   0.87394674E-08   0.43923440E-18   0.25566058E-10   0.66607166E-14   0.84848248E-14   0.90429822E-14   0.86827146E-18   0.32336298E+04   0.32359096E+04   0.25598714E-01   0.24186249E+05   0.41176448E+07   0.12286288E-01  -0.14152700E+02   0.14790697E+04
  0.40196367E+00   0.88165419E-08   0.11616588E-04   0.27182475E-01   0.32240749E-13   0.77270631E+00   0.14263438E-01   0.18568811E+00   0.14255093E-03   0.54854371E-05   0.17320960E-11   0.55436212E-16   0.41951379E-14   0.57779179E-15   0.87901548E-08   0.47264672E-18   0.26444737E-10   0.69726169E-14   0.85301568E-14   0.90796759E-14   0.10017082E-17   0.32405623E+04   0.32428594E+04   0.25543064E-01   0.24186088E+05   0.41270625E+07   0.12609306E-01  -0.14540614E+02   0.14825249E+04
  0.40201376E+00   0.88631669E-08   0.11846694E-04   0.27241608E-01   0.29120382E-13   0.77269100E+00   0.14163006E-01   0.18576592E+00   0.12192571E-03   0.46706341E-05   0.15448124E-11   0.56184142E-16   0.42561290E-14   0.60982286E-15   0.88359112E-08   0.50595582E-18   0.27310058E-10   0.72785030E-14   0.85757860E-14   0.91165118E-14   0.11561416E-17   0.32469705E+04   0.32492861E+04   0.25491993E-01   0.24185987E+05   0.41356498E+07   0.12939378E-01  -0.14936201E+02   0.14859055E+04
  0.40206510E+00   0.89044192E-08   0.12057403E-04   0.27287580E-01   0.26013407E-13   0.77268423E+00   0.14054486E-01   0.18585410E+00   0.10357849E-03   0.39453227E-05   0.13637245E-11   0.56942569E-16   0.43177691E-14   0.64142439E-15   0.88763094E-08   0.53892856E-18   0.28160667E-10   0.75771074E-14   0.86216348E-14   0.91534019E-14   0.13348212E-17   0.32528833E+04   0.32552187E+04   0.25445071E-01   0.24185798E+05   0.41434417E+07   0.13277270E-01  -0.15340343E+02   0.14892240E+04
  0.40211773E+00   0.89398691E-08   0.12248582E-04   0.27319862E-01   0.22978203E-13   0.77268655E+00   0.13938117E-01   0.18595254E+00   0.87366990E-04   0.33049023E-05   0.11914612E-11   0.57711238E-16   0.43800702E-14   0.67249475E-15   0.89109234E-08   0.57134793E-18   0.28995377E-10   0.78672775E-14   0.86676287E-14   0.91902632E-14   0.15414676E-17   0.32583314E+04   0.32606876E+04   0.25402128E-01   0.24185623E+05   0.41504755E+07   0.13622580E-01  -0.15752580E+02   0.14924929E+04
  0.40217167E+00   0.89690832E-08   0.12420325E-04   0.27338246E-01   0.20065575E-13   0.77269821E+00   0.13814184E-01   0.18606103E+00   0.73143583E-04   0.27442614E-05   0.10301102E-11   0.58489735E-16   0.44430338E-14   0.70295069E-15   0.89393347E-08   0.60301930E-18   0.29813161E-10   0.81479728E-14   0.87136890E-14   0.92270100E-14   0.17803280E-17   0.32633464E+04   0.32657247E+04   0.25362868E-01   0.24185450E+05   0.41567905E+07   0.13976256E-01  -0.16174019E+02   0.14957240E+04
  0.40222697E+00   0.89916127E-08   0.12572923E-04   0.27342577E-01   0.17317557E-13   0.77271948E+00   0.13683022E-01   0.18617931E+00   0.60757064E-04   0.22578687E-05   0.88121106E-12   0.59278029E-16   0.45066590E-14   0.73273103E-15   0.89611448E-08   0.63377628E-18   0.30613208E-10   0.84183169E-14   0.87597493E-14   0.92635726E-14   0.20562148E-17   0.32679610E+04   0.32703623E+04   0.25327011E-01   0.24185284E+05   0.41624304E+07   0.14337842E-01  -0.16604154E+02   0.14989287E+04
  0.40228364E+00   0.90070594E-08   0.12706847E-04   0.27332765E-01   0.14766783E-13   0.77275052E+00   0.13545013E-01   0.18630708E+00   0.50054402E-04   0.18398732E-05   0.74576714E-12   0.60075506E-16   0.45709415E-14   0.76178043E-15   0.89760863E-08   0.66348420E-18   0.31394674E-10   0.86774432E-14   0.88055845E-14   0.92997186E-14   0.23742312E-17   0.32722082E+04   0.32746339E+04   0.25294227E-01   0.24185077E+05   0.41674376E+07   0.14708425E-01  -0.17044264E+02   0.15021179E+04
  0.40234173E+00   0.90159311E-08   0.12822724E-04   0.27308800E-01   0.12436405E-13   0.77279146E+00   0.13400576E-01   0.18644396E+00   0.40882590E-04   0.14842155E-05   0.62428038E-12   0.60881924E-16   0.46358754E-14   0.79000663E-15   0.89829527E-08   0.69192421E-18   0.32154298E-10   0.89232066E-14   0.88500695E-14   0.93342660E-14   0.27392354E-17   0.32761211E+04   0.32785723E+04   0.25264318E-01   0.24184908E+05   0.41718580E+07   0.15087391E-01  -0.17493675E+02   0.15053019E+04
  0.40240127E+00   0.90156107E-08   0.12921312E-04   0.27270742E-01   0.10340478E-13   0.77284231E+00   0.13250164E-01   0.18658957E+00   0.33090473E-04   0.11847421E-05   0.51680347E-12   0.61696808E-16   0.47014485E-14   0.81760475E-15   0.89834583E-08   0.71925455E-18   0.32898182E-10   0.91589441E-14   0.88964611E-14   0.93706164E-14   0.31657242E-17   0.32797324E+04   0.32822103E+04   0.25236901E-01   0.24184671E+05   0.41757357E+07   0.15476087E-01  -0.17953981E+02   0.15084900E+04
  0.40246231E+00   0.90085576E-08   0.13003482E-04   0.27218744E-01   0.84847268E-14   0.77290307E+00   0.13094256E-01   0.18674344E+00   0.26530525E-04   0.93532136E-06   0.42300577E-12   0.62519237E-16   0.47676497E-14   0.84426097E-15   0.89745323E-08   0.74507848E-18   0.33616286E-10   0.93790259E-14   0.89400220E-14   0.94038775E-14   0.36460187E-17   0.32830741E+04   0.32855802E+04   0.25211845E-01   0.24184493E+05   0.41791161E+07   0.15873623E-01  -0.18424192E+02   0.15116912E+04
  0.40252486E+00   0.89922143E-08   0.13070192E-04   0.27153028E-01   0.68675422E-14   0.77297370E+00   0.12933349E-01   0.18690504E+00   0.21060501E-04   0.72995258E-06   0.34224402E-12   0.63349381E-16   0.48344624E-14   0.87026442E-15   0.89581492E-08   0.76963357E-18   0.34315581E-10   0.95873591E-14   0.89846392E-14   0.94380632E-14   0.42081713E-17   0.32861772E+04   0.32887128E+04   0.25188709E-01   0.24184195E+05   0.41820440E+07   0.16281713E-01  -0.18906342E+02   0.15149136E+04
  0.40258899E+00   0.89677242E-08   0.13122482E-04   0.27073931E-01   0.54811044E-14   0.77305542E+00   0.12767971E-01   0.18707244E+00   0.16544957E-04   0.56286909E-06   0.27363757E-12   0.64186764E-16   0.49018866E-14   0.89544307E-15   0.89326817E-08   0.79272035E-18   0.34990406E-10   0.97809195E-14   0.90276623E-14   0.94704585E-14   0.48443539E-17   0.32890712E+04   0.32916377E+04   0.25167387E-01   0.24183913E+05   0.41845628E+07   0.16698995E-01  -0.19398900E+02   0.15181647E+04
  0.40265471E+00   0.89341783E-08   0.13161296E-04   0.26981801E-01   0.43124088E-14   0.77314590E+00   0.12598599E-01   0.18724724E+00   0.12856428E-04   0.42862115E-06   0.21613718E-12   0.65029449E-16   0.49698636E-14   0.91990965E-15   0.88986107E-08   0.81440894E-18   0.35642319E-10   0.99608224E-14   0.90702578E-14   0.95022731E-14   0.55778543E-17   0.32917841E+04   0.32943832E+04   0.25147856E-01   0.24183833E+05   0.41867134E+07   0.17127785E-01  -0.19904602E+02   0.15214510E+04
  0.40272208E+00   0.88917138E-08   0.13187642E-04   0.26877093E-01   0.33444321E-14   0.77324558E+00   0.12425739E-01   0.18742819E+00   0.98766370E-05   0.32215457E-06   0.16859642E-12   0.65877848E-16   0.50383825E-14   0.94364043E-15   0.88554720E-08   0.83466186E-18   0.36269363E-10   0.10126292E-13   0.91117700E-14   0.95328528E-14   0.64131209E-17   0.32943419E+04   0.32969750E+04   0.25129342E-01   0.24183419E+05   0.41885366E+07   0.17566595E-01  -0.20421773E+02   0.15247788E+04
  0.40279113E+00   0.88400996E-08   0.13202758E-04   0.26760332E-01   0.25570742E-14   0.77335386E+00   0.12249879E-01   0.18761497E+00   0.74972003E-05   0.23886093E-06   0.12982914E-12   0.66731270E-16   0.51074181E-14   0.96667378E-15   0.88032729E-08   0.85351952E-18   0.36870959E-10   0.10277448E-13   0.91523427E-14   0.95623610E-14   0.73672681E-17   0.32967685E+04   0.32994372E+04   0.25112266E-01   0.24183262E+05   0.41900699E+07   0.18017292E-01  -0.20952633E+02   0.15281534E+04
  0.40286191E+00   0.87793149E-08   0.13207673E-04   0.26632089E-01   0.19281846E-14   0.77347062E+00   0.12071485E-01   0.18780678E+00   0.56201633E-05   0.17461332E-06   0.98655228E-13   0.67588851E-16   0.51769420E-14   0.98901997E-15   0.87419077E-08   0.87099735E-18   0.37445883E-10   0.10414140E-13   0.91918178E-14   0.95906576E-14   0.84528922E-17   0.32990857E+04   0.33017916E+04   0.25095935E-01   0.24182867E+05   0.41913482E+07   0.18478993E-01  -0.21496208E+02   0.15315797E+04
  0.40293446E+00   0.87093385E-08   0.13203129E-04   0.26492990E-01   0.14347360E-14   0.77359528E+00   0.11890995E-01   0.18800323E+00   0.41582229E-05   0.12578177E-06   0.73941207E-13   0.68449731E-16   0.52469247E-14   0.10106930E-14   0.86713855E-08   0.88710624E-18   0.37993056E-10   0.10536369E-13   0.92301520E-14   0.96177183E-14   0.96866557E-17   0.33013130E+04   0.33040578E+04   0.25080614E-01   0.24182640E+05   0.41924048E+07   0.18953097E-01  -0.22054175E+02   0.15350619E+04
  0.40300882E+00   0.86302220E-08   0.13190155E-04   0.26343693E-01   0.10541160E-14   0.77372743E+00   0.11708815E-01   0.18820373E+00   0.30347019E-05   0.89231634E-07   0.54632615E-13   0.69313530E-16   0.53173332E-14   0.10317018E-14   0.85917500E-08   0.90187896E-18   0.38511318E-10   0.10644148E-13   0.92672761E-14   0.96434961E-14   0.11085511E-16   0.33034677E+04   0.33062528E+04   0.25065815E-01   0.24182251E+05   0.41932698E+07   0.19439152E-01  -0.22626056E+02   0.15386040E+04
  0.40308504E+00   0.85420702E-08   0.13169643E-04   0.26184891E-01   0.76526131E-15   0.77386649E+00   0.11525317E-01   0.18840787E+00   0.21832591E-05   0.62305977E-07   0.39771468E-13   0.70179799E-16   0.53881349E-14   0.10520493E-14   0.85031097E-08   0.91534393E-18   0.38999508E-10   0.10737526E-13   0.93031365E-14   0.96679583E-14   0.12668358E-16   0.33055647E+04   0.33083916E+04   0.25051687E-01   0.24181963E+05   0.41939705E+07   0.19938222E-01  -0.23213135E+02   0.15422095E+04
